file_name,unique_id,target,vulnerable_line_numbers,project,cve,source_signature_path,commit_hash,dataset_type,processed_func
latex2rtf-2.1.1/1.json#trace17,171,1,"439,449,454,456,459,489,503,556,559,571,610,612,834,875,876,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
        cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
    s[0] = getNonSpace();       /* skip spaces and one possible newline */
    if (s[0] == '\n')
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace18,172,1,"439,449,454,456,459,489,503,556,559,571,610,612,834,875,876,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
        cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
    s[0] = getNonSpace();       /* skip spaces and one possible newline */
    if (s[0] == '\n')
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace19,173,1,"439,449,454,456,459,489,503,551,559,571,610,612,834,877,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
    cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
        s[0] = getNonSpace();
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace20,174,1,"439,449,454,456,459,489,503,551,559,571,610,612,834,875,876,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
    cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
    s[0] = getNonSpace();       /* skip spaces and one possible newline */
    if (s[0] == '\n')
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace21,175,1,"439,449,454,456,459,489,503,551,559,571,610,612,834,875,876,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
    cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
    s[0] = getNonSpace();       /* skip spaces and one possible newline */
    if (s[0] == '\n')
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace22,176,1,"439,449,454,456,459,489,503,551,559,571,610,612,834,877,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
    cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
        s[0] = getNonSpace();
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace23,177,1,"439,449,454,456,459,489,503,551,559,571,610,612,834,875,876,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
    cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
    s[0] = getNonSpace();       /* skip spaces and one possible newline */
    if (s[0] == '\n')
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
latex2rtf-2.1.1/1.json#trace24,178,1,"439,449,454,456,459,489,503,551,559,571,610,612,834,875,876,881,1798",latex2rtf-2.1.1,CVE-2015-8106,tracer-signaturedb-rag/signature-db-ori/latex2rtf-2.1.1/1.json,d4ed869de015ce7e7b3648e228da791e,test,"        thechar = getc(g_parser_file);
        if (thechar == CR) {   /* convert CR, CRLF, or LF to \n */
        } else if (thechar == LF)
        else if (thechar == '\t')
        g_parser_currentChar = (char) thechar;
    if (g_parser_currentChar == '\n' && g_track_line_number_stack[g_track_line_number])
    return g_parser_currentChar;
    cThis = getRawTexChar();
    if (cThis == '\\')
    return cThis;
    while ((c = getTexChar()) && c == ' ') {
    return c;
    s[0] = getNonSpace();       /* skip spaces and one possible newline */
    if (s[0] == '\n')
    if (s[0] == '\\') {
	fprintRTF(keywords);
    vsnprintf(buffer, 1024, format, apf);"
libxcursor-1.1.14/1.json#trace1,179,1,"32,161,452,454,456,460,899",libxcursor-1.1.14,CVE-2017-16612,tracer-signaturedb-rag/signature-db-ori/libxcursor-1.1.14/1.json,7cf9c6a868caed5f5aa7f6236b9a660c,test,"    return fread (buf, 1, len, f);
    *u = ((bytes[0] << 0) |
    if (head.width >= 0x10000 || head.height > 0x10000)
    if (head.width == 0 || head.height == 0)
    if (head.xhot > head.width || head.yhot > head.height)
    image = XcursorImageCreate (head.width, head.height);
    image = malloc (sizeof (XcursorImage) +"
libxcursor-1.1.14/1.json#trace2,180,1,"32,161,452,454,456,460,899",libxcursor-1.1.14,CVE-2017-16612,tracer-signaturedb-rag/signature-db-ori/libxcursor-1.1.14/1.json,7cf9c6a868caed5f5aa7f6236b9a660c,test,"    return fread (buf, 1, len, f);
    *u = ((bytes[0] << 0) |
    if (head.width >= 0x10000 || head.height > 0x10000)
    if (head.width == 0 || head.height == 0)
    if (head.xhot > head.width || head.yhot > head.height)
    image = XcursorImageCreate (head.width, head.height);
    image = malloc (sizeof (XcursorImage) +"
mp3rename-0.6/1.json#trace1,181,1,80,mp3rename-0.6,,tracer-signaturedb-rag/signature-db-ori/mp3rename-0.6/1.json,fda86236a5d160a7dadd446256ed3a6b,test,"  sprintf(str,""%s/.mp3rename"",getenv(""HOME"")); /* Lets get the home dir */"
mp3rename-0.6/2.json#trace1,182,1,"24,58,523",mp3rename-0.6,,tracer-signaturedb-rag/signature-db-ori/mp3rename-0.6/2.json,abac8bb7561d2eb284c92fa4d75f732c,test,"int main(int argc, char *argv[]) 
        set_filename(argc,argv);
 fprintf(fp,*argv); "
mp3rename-0.6/2.json#trace2,183,1,"24,58,516,523",mp3rename-0.6,,tracer-signaturedb-rag/signature-db-ori/mp3rename-0.6/2.json,abac8bb7561d2eb284c92fa4d75f732c,test,"int main(int argc, char *argv[]) 
        set_filename(argc,argv);
 if(!strcmp(*argv,""""))
 fprintf(fp,*argv); "
mp3rename-0.6/2.json#trace3,184,1,"24,58,498,523",mp3rename-0.6,,tracer-signaturedb-rag/signature-db-ori/mp3rename-0.6/2.json,abac8bb7561d2eb284c92fa4d75f732c,test,"int main(int argc, char *argv[]) 
        set_filename(argc,argv);
 if(!strcmp(*argv,""help""))
 fprintf(fp,*argv); "
mp3rename-0.6/2.json#trace4,185,1,"24,58,498,516,523",mp3rename-0.6,,tracer-signaturedb-rag/signature-db-ori/mp3rename-0.6/2.json,abac8bb7561d2eb284c92fa4d75f732c,test,"int main(int argc, char *argv[]) 
        set_filename(argc,argv);
 if(!strcmp(*argv,""help""))
 if(!strcmp(*argv,""""))
 fprintf(fp,*argv); "
mp3rename-0.6/3.json#trace1,186,1,508,mp3rename-0.6,,tracer-signaturedb-rag/signature-db-ori/mp3rename-0.6/3.json,4a1584041413aa98073857121e5b7890,test,"  sprintf(str,""%s/.mp3rename"",getenv(""HOME""));"
optipng-0.5.3/1.json#trace1,187,1,"56,61,192,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        count    = (size_t)getter.get_ulong(buf + 4);
   png_uint_32 i = ((png_uint_32)(*buf) << 24) +
   return (i);
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace2,188,1,"102,192,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        count    = (size_t)getter.get_ulong(buf + 4);
   return ((png_uint_32)ptr[0])       + ((png_uint_32)ptr[1] << 8) +
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace3,189,1,"56,61,192,195,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        tag_type = getter.get_ushort(buf + 2);
        count    = (size_t)getter.get_ulong(buf + 4);
   png_uint_32 i = ((png_uint_32)(*buf) << 24) +
   return (i);
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace4,190,1,"102,192,195,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        tag_type = getter.get_ushort(buf + 2);
        count    = (size_t)getter.get_ulong(buf + 4);
   return ((png_uint_32)ptr[0])       + ((png_uint_32)ptr[1] << 8) +
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace5,191,1,"56,61,192,194,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        tag_id   = getter.get_ushort(buf);
        count    = (size_t)getter.get_ulong(buf + 4);
   png_uint_32 i = ((png_uint_32)(*buf) << 24) +
   return (i);
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace6,192,1,"102,192,194,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        tag_id   = getter.get_ushort(buf);
        count    = (size_t)getter.get_ulong(buf + 4);
   return ((png_uint_32)ptr[0])       + ((png_uint_32)ptr[1] << 8) +
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace7,193,1,"56,61,192,194,195,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        tag_id   = getter.get_ushort(buf);
        tag_type = getter.get_ushort(buf + 2);
        count    = (size_t)getter.get_ulong(buf + 4);
   png_uint_32 i = ((png_uint_32)(*buf) << 24) +
   return (i);
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
optipng-0.5.3/1.json#trace8,194,1,"102,192,194,195,196,197,240,350,351,353",optipng-0.5.3,CVE-2017-1000229,tracer-signaturedb-rag/signature-db-ori/optipng-0.5.3/1.json,89a19b5071180a7ee89b66dae8653b0c,test,"        if (fread(buf, 12, 1, fp) != 1)
        tag_id   = getter.get_ushort(buf);
        tag_type = getter.get_ushort(buf + 2);
        count    = (size_t)getter.get_ulong(buf + 4);
   return ((png_uint_32)ptr[0])       + ((png_uint_32)ptr[1] << 8) +
        if (count == 0)
            tiff_ptr->strip_offsets_count = count;
        count = tiff_ptr->strip_offsets_count;
        if (count == 0 || count > tiff_ptr->height)
        tiff_ptr->strip_offsets = (long *)malloc(count * sizeof(long));"
picocom-2.0a/1.json#trace1,195,1,"521,536,825,946,949",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace2,196,1,"521,536,825,946,949,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace3,197,1,"521,536,825,946,949,986",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace4,198,1,"521,536,825,946,948,949",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace5,199,1,"521,536,825,946,948,949,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace6,200,1,"521,536,825,946,948,949,986",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        if (count && buf[count-1] == '\n') {
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace7,201,1,"521,536,825,946,948,949",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace8,202,1,"521,536,825,946,948,949,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace9,203,1,"521,536,825,946,948,949,986",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        if (count && buf[count-1] == '\n') {
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace10,204,1,"521,536,825,946,947,949",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace11,205,1,"521,536,825,946,947,949,986",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace12,206,1,"521,536,825,946,947,948,949",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace13,207,1,"521,536,825,946,947,948,949,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace14,208,1,"521,536,825,946,947,948,949,986",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        if (count && buf[count-1] == '\n') {
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace15,209,1,"521,536,825,946,947,948,949",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace16,210,1,"521,536,825,946,947,948,949,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        if (count && buf[count-1] == '\n') {
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/1.json#trace17,211,1,"521,536,825,946,947,948,949,986",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/1.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf, buflen, stdin) == NULL) return -1;
        count = strlen(buf);
        if (count && buf[count-1] == '\n') {
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/2.json#trace1,212,1,"521,536,825,949,976",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/2.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf,LINENOISE_MAX_LINE,stdin) == NULL) return NULL;
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/2.json#trace2,213,1,"521,536,825,949,976,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/2.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf,LINENOISE_MAX_LINE,stdin) == NULL) return NULL;
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/2.json#trace3,214,1,"521,536,825,949,976,982",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/2.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf,LINENOISE_MAX_LINE,stdin) == NULL) return NULL;
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/2.json#trace4,215,1,"521,536,825,949,976,982,1030",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/2.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf,LINENOISE_MAX_LINE,stdin) == NULL) return NULL;
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
    if (history_len && !strcmp(history[history_len-1], line)) return 0;
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/2.json#trace5,216,1,"521,536,825,949,976,977",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/2.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf,LINENOISE_MAX_LINE,stdin) == NULL) return NULL;
        len = strlen(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
picocom-2.0a/2.json#trace6,217,1,"521,536,825,949,976,977,982",picocom-2.0a,CVE-2015-9059,tracer-signaturedb-rag/signature-db-ori/picocom-2.0a/2.json,59e31eb1f6394a7ecd454fce2bcca2c4,test,"        if (fgets(buf,LINENOISE_MAX_LINE,stdin) == NULL) return NULL;
        len = strlen(buf);
        return strdup(buf);
		add_send_receive_history(fname);
	linenoiseHistoryAdd(fname);
		run_cmd(tty_fd, xfr_cmd, fname);
		execl(""/bin/sh"", ""sh"", ""-c"", cmd, NULL);"
